"male",2,"Eastern","Personal business","About it","10,000 to 40,000","tcas","friend-someone",0,"Good","Unsatisfy","Good","full of knowledge","Normal","Developed for work","Sometimes late","Sometimes","Dare","Sometimes","I tend to lose concentration every 5 to 10 minutes.","Play","No preparation","Page to medium","I tend to search for answers from various sources. Immediately after a doubt","Listen to the teacher, but rarely wrAbout ite down.","Tutoring with friends","Study","friend","medium","medium","Inappropriate",
"female",3,"Eastern","Free","Not About it","less than 10,000","GoodGrade quota","Seniors",3,"Excellent","Unsatisfy","Unsatisfy","some of knowledge","Normal","High salary","Sometimes late","Always peel friends","Sometimes","Every time","I tend to lose concentration every 5 to 10 minutes.","Play","No preparation","Behind the room","I tend to search for answers from various sources. Immediately after a doubt","I always have a notebook In order to note down important  that is apart from the sheet","Read the book 1 night","No study","friend","medium","high","Inappropriate",
"male",3,"Central","Company employee","About it","10,000 to 40,000","GoodGrade quota","websAbout ite education",1,"Excellent","Fair","Fair","full of knowledge","Normal","Talented IT","Always on time","Sometimes","Sometimes","Sometimes","I focus on the content that the teachers teach all the time.","Do not play","I listened carefully to what the teacher was teaching.","Page to medium","I tend to search for answers from various sources. Immediately after a doubt","I always have a notebook In order to note down important  that is apart from the sheet","Tutoring with friends","Study","Not consult","Do not play","high","Appropriate",
"female",2,"Northeastern","Freelance","About it","less than 10,000","tcas","websAbout ite education",1,"Excellent","Fair","Unsatisfy","some of knowledge","Too Hard","Chance to play the game","Sometimes late","Sometimes","Not brave","Every time","I tend to lose concentration every 5 to 10 minutes.","Play","No preparation","Page to medium","I tend to keep doubts for answers later.","No technique","Tutoring with friends","Study","friend","medium","medium","Inappropriate",
"female",3,"Central","Company employee","Not About it","10,000 to 40,000","area quota","websAbout ite education",1,"Good","Good","Fair","some of knowledge","Normal","High salary","Sometimes late","Sometimes","Sometimes","Every time","I tend to lose concentration every 5 to 10 minutes.","Play","No preparation","Behind the room","I tend to search for answers from various sources. Immediately after a doubt","No technique","Tutoring with friends","Study","family","medium","medium","Inappropriate",
"female",1,"Central","Company employee","null","10,000 to 40,000","Admissions","Seniors",2,"Excellent","Fair","Good","full of knowledge","Normal","Developed for work","Always on time","Sometimes","Sometimes","Sometimes","I tend to lose concentration every 5 to 10 minutes.","Play","I listened carefully to what the teacher was teaching.","Page to medium","I tend to search for answers from various sources. Immediately after a doubt","I always have a notebook In order to note down important  that is apart from the sheet","Tutoring with friends","Study","family","Do not play","medium","Inappropriate",
"male",2,"Eastern","Officialdom","About it","10,000 to 40,000","area quota","Fanpage universAbout ity",1,"Good","Fair","Fair","full of knowledge","Normal","Developed for work","Always on time","Always try","Dare","Sometimes","I focus on the content that the teachers teach all the time.","Do not play","I listened carefully to what the teacher was teaching.","Page to medium","I tend to keep doubts for answers later.","No technique","Read the book 1 night","Study","friend","medium","high","Appropriate",
"male",4,"Central","Personal business","Not About it","10,000 to 40,000","Direct examination","Search on internet",2,"Good","Fair","Unsatisfy","some of knowledge","Normal","Developed for work","Always on time","Sometimes","Sometimes","Sometimes","I tend to lose concentration every 5 to 10 minutes.","Play","No preparation","Behind the room","I tend to keep doubts for answers later.","I always have a notebook In order to note down important  that is apart from the sheet","Tutoring with friends","Study","family","medium","high","Inappropriate",
"male",2,"Central","Company employee","null","10,000 to 40,000","Portfolio","friend-someone",1,"Good","Fair","Fair","some of knowledge","Normal","Developed for work","Sometimes late","Sometimes","Sometimes","Sometimes","I tend to lose concentration every 5 to 10 minutes.","Play","No preparation","Page to medium","I tend to keep doubts for answers later.","Listen to the teacher, but rarely wrAbout ite down.","Read the book 1 night","Study","friend","medium","medium","Inappropriate",
"male",2,"Southern","Freelance","About it","less than 10,000","GoodGrade quota","Google",0,"Excellent","Unsatisfy","Unsatisfy","some of knowledge","Normal","Chance to play the game","Sometimes late","Sometimes","Not brave","Sometimes","I tend to lose concentration every 5 to 10 minutes.","Play","No preparation","Page to medium","I tend to keep doubts for answers later.","No technique","Read the book 1 night","No study","Not consult","medium","medium","Appropriate",
"female",3,"Eastern","Personal business","About it","less than 10,000","Admissions","parent",3,"Excellent","Fair","Fair","full of knowledge","Normal","Developed for work","Always on time","Sometimes","Sometimes","Every time","I tend to lose concentration every 5 to 10 minutes.","Play","I listened carefully to what the teacher was teaching.","Page to medium","I tend to search for answers from various sources. Immediately after a doubt","I always have a notebook In order to note down important  that is apart from the sheet","Tutoring with friends","Study","family","medium","medium","Inappropriate",
"female",3,"Central","Personal business","Not About it","10,000 to 40,000","tcas","Seniors",1,"Good","Unsatisfy","Fair","some of knowledge","Too Hard","another","Sometimes late","Always peel friends","Sometimes","Every time","I tend to lose concentration every 5 to 10 minutes.","Play","No preparation","Page to medium","I tend to keep doubts for answers later.","No technique","Tutoring with friends","Study","friend","medium","medium","Appropriate",
"male",3,"Eastern","Company employee","About it","more 50,000","Direct examination","guide",2,"Good","Fair","Good","some of knowledge","Normal","Talented IT","Always on time","Sometimes","Sometimes","Sometimes","I focus on the content that the teachers teach all the time.","Play","I listened carefully to what the teacher was teaching.","Page to medium","I tend to keep doubts for answers later.","I always have a notebook In order to note down important  that is apart from the sheet","Read book alone","Study","family","medium","medium","Appropriate",
"female",2,"Northern","Company employee","null","10,000 to 40,000","GoodGrade quota","friend-someone",0,"Excellent","Fair","Unsatisfy","full of knowledge","Normal","another","Always on time","Sometimes","Sometimes","Every time","I tend to lose concentration every 5 to 10 minutes.","Play","I listened carefully to what the teacher was teaching.","Page to medium","I tend to search for answers from various sources. Immediately after a doubt","I always have a notebook In order to note down important  that is apart from the sheet","Tutoring with friends","Study","Not consult","medium","medium","Inappropriate",
"male",3,"Eastern","Company employee","About it","10,000 to 40,000","Portfolio","friend-someone",0,"Excellent","Fair","Good","some of knowledge","Easy","Chance to play the game","Always on time","Sometimes","Dare","Sometimes","I tend to lose concentration every 5 to 10 minutes.","Play","I listened carefully to what the teacher was teaching.","Page to medium","I tend to keep doubts for answers later.","Listen to the teacher, but rarely wrAbout ite down.","Tutoring with friends","Study","friend","medium","high","Appropriate",
"male",3,"Northeastern","Freelance","About it","10,000 to 40,000","Portfolio","websAbout ite education",2,"Fair","Fair","Good","full of knowledge","Easy","Talented IT","Sometimes late","Always try","Dare","Never","I focus on the content that the teachers teach all the time.","Do not play","I listened carefully to what the teacher was teaching.","Page to medium","I tend to search for answers from various sources. Immediately after a doubt","Listen to the teacher, but rarely wrAbout ite down.","Tutoring with friends","Study","Not consult","medium","high","Appropriate",
"male",2,"Central","Freelance","About it","10,000 to 40,000","tcas","guide",2,"Good","Fair","Fair","full of knowledge","Normal","Developed for work","Sometimes late","Sometimes","Sometimes","Sometimes","I focus on the content that the teachers teach all the time.","Play","SAbout itting and talking nonsense wAbout ith friends while the teacher was teaching","Page to medium","I tend to search for answers from various sources. Immediately after a doubt","I always have a notebook In order to note down important  that is apart from the sheet","Tutoring with friends","Study","friend","medium","high","Inappropriate",
"female",2,"Central","Freelance","Not About it","10,000 to 40,000","GoodGrade quota","friend-someone",1,"Good","Fair","Fair","some of knowledge","Too Hard","another","Always on time","Sometimes","Sometimes","Every time","I tend to lose concentration every 5 to 10 minutes.","Play","I listened carefully to what the teacher was teaching.","Page to medium","I tend to keep doubts for answers later.","I always have a notebook In order to note down important  that is apart from the sheet","Tutoring with friends","Study","friend","Do not play","medium","Inappropriate",
"male",4,"Central","Personal business","About it","10,000 to 40,000","GoodGrade quota","Fanpage universAbout ity",3,"Excellent","Unsatisfy","Fair","full of knowledge","Normal","Chance to play the game","Sometimes late","Sometimes","Sometimes","Sometimes","I tend to lose concentration every 5 to 10 minutes.","Play","No preparation","Page to medium","I tend to search for answers from various sources. Immediately after a doubt","Listen to the teacher, but rarely wrAbout ite down.","Read the book 1 night","No study","friend","medium","medium","Appropriate",
"male",3,"Southern","Officialdom","Not About it","more 50,000","Direct examination","guide",1,"Fair","Fair","Fair","some of knowledge","Normal","Developed for work","Always on time","Sometimes","Sometimes","Every time","I tend to lose concentration every 5 to 10 minutes.","Play","No preparation","Page to medium","I tend to keep doubts for answers later.","Listen to the teacher, but rarely wrAbout ite down.","Read book alone","Study","family","medium","medium","Appropriate",
"female",3,"Central","Freelance","null","10,000 to 40,000","Get-pat","websAbout ite education",0,"Good","Unsatisfy","Fair","some of knowledge","Normal","High salary","Sometimes late","Sometimes","Sometimes","Every time","I tend to lose concentration every 5 to 10 minutes.","Play","No preparation","Behind the room","I tend to keep doubts for answers later.","No technique","Tutoring with friends","Study","Not consult","Do not play","Low ","Inappropriate",
"male",2,"Central","Personal business","About it","10,000 to 40,000","Portfolio","websAbout ite education",0,"Fair","Unsatisfy","Good","some of knowledge","Normal","Talented IT","Sometimes late","Sometimes","Dare","Every time","I tend to lose concentration every 5 to 10 minutes.","Play","I tend to set goals for my studies.","Page to medium","I tend to search for answers from various sources. Immediately after a doubt","Listen to the teacher, but rarely wrAbout ite down.","Tutoring with friends","Study","friend","medium","high","Inappropriate",
"female",3,"Central","Personal business","null","10,000 to 40,000",,"websAbout ite education",0,"Excellent","Unsatisfy","Unsatisfy","some of knowledge","Normal","another","Sometimes late","Sometimes","Sometimes","Every time","I tend to lose concentration every 5 to 10 minutes.","Play","No preparation","Page to medium","I tend to keep doubts for answers later.","No technique","Tutoring with friends","Study","friend","medium","medium","Inappropriate",
"male",4,"Eastern","Officialdom","About it","10,000 to 40,000","Direct examination","Seniors",1,"Unsatisfy","Fair","Fair","some of knowledge","Normal","Developed for work","Never go on time","Sometimes","Dare","Sometimes","I tend to lose concentration every 5 to 10 minutes.","Play","No preparation","Behind the room","I tend to search for answers from various sources. Immediately after a doubt","I always have a notebook In order to note down important  that is apart from the sheet","Tutoring with friends","No study","friend","medium","high","Appropriate",
"male",4,"Central","Company employee","About it","10,000 to 40,000","O-net","friend-someone",0,"Good","Good","Fair","full of knowledge","Normal","Talented IT","Sometimes late","Always try","Sometimes","Never","I tend to lose concentration every 5 to 10 minutes.","Do not play","No preparation","Page to medium","I tend to search for answers from various sources. Immediately after a doubt","Listen to the teacher, but rarely wrAbout ite down.","Read the book 1 night","No study","Not consult","medium","high","Appropriate",
"female",3,"Central","Officialdom","About it","10,000 to 40,000","Portfolio","guide",1,"Excellent","Fair","Good","full of knowledge","Normal","Talented IT","Always on time","Sometimes","Not brave","Sometimes","I focus on the content that the teachers teach all the time.","Play","I listened carefully to what the teacher was teaching.","Page to medium","I tend to search for answers from various sources. Immediately after a doubt","I always have a notebook In order to note down important  that is apart from the sheet","Tutoring with friends","Study","friend","Do not play","medium","Appropriate",
"female",4,"Central","Agriculturist","About it","10,000 to 40,000","Direct examination","websAbout ite education",2,"Excellent","Fair","Excellent","full of knowledge","Normal","High salary","Sometimes late","Sometimes","Sometimes","Sometimes","I tend to lose concentration every 5 to 10 minutes.","Play","No preparation","Behind the room","I tend to keep doubts for answers later.","I always have a notebook In order to note down important  that is apart from the sheet","Tutoring with friends","Study","friend","medium","medium","Appropriate",
"male",2,"Northeastern","Company employee","About it","more 50,000","Get-pat","websAbout ite education",1,"Excellent","Fair","Fair","full of knowledge","Easy","Developed for work","Sometimes late","Always try","Dare","Sometimes","I focus on the content that the teachers teach all the time.","Do not play","I listened carefully to what the teacher was teaching.","Page to medium","I tend to keep doubts for answers later.","Listen to the teacher, but rarely wrAbout ite down.","Read the book 1 night","Study","Not consult","medium","high","Appropriate",
"female",2,"Central","Agriculturist","null","less than 10,000","area quota","parent",2,"Good","Fair","Unsatisfy","some of knowledge","Normal","Chance to play the game","Sometimes late","Sometimes","Sometimes","Every time","I tend to lose concentration every 5 to 10 minutes.","Play","I listened carefully to what the teacher was teaching.","Page to medium","I tend to keep doubts for answers later.","I always have a notebook In order to note down important  that is apart from the sheet","Tutoring with friends","Study","Not consult","medium","medium","Inappropriate",
"male",4,"Central","Company employee","Not About it","10,000 to 40,000","Portfolio","friend-someone",1,"Excellent","Good","Unsatisfy","full of knowledge","Easy","another","Always on time","Sometimes","Dare","Never","I tend to lose concentration every 5 to 10 minutes.","Do not play","No preparation","Page to medium","I tend to keep doubts for answers later.","Listen to the teacher, but rarely wrAbout ite down.","Tutoring with friends","Study","family","medium","medium","Appropriate",
"male",2,"Northern","Personal business","Not About it","10,000 to 40,000","GoodGrade quota","websAbout ite education",1,"Excellent","Good","Good","full of knowledge","Normal","Talented IT","Sometimes late","Always try","Sometimes","Sometimes","I tend to lose concentration every 5 to 10 minutes.","Play","I listened carefully to what the teacher was teaching.","Page to medium","I tend to keep doubts for answers later.","I always have a notebook In order to note down important  that is apart from the sheet","Read the book 1 week","No study","friend","medium","high","Appropriate",
"male",2,"Central","Company employee","null","10,000 to 40,000","Portfolio","friend-someone",1,"Good","Fair","Fair","some of knowledge","Normal","Developed for work","Sometimes late","Sometimes","Sometimes","Sometimes","I tend to lose concentration every 5 to 10 minutes.","Play","No preparation","Page to medium","I tend to keep doubts for answers later.","Listen to the teacher, but rarely wrAbout ite down.","Tutoring with friends","Study","friend","medium","medium","Inappropriate",
"male",2,"Southern","Freelance","About it","10,000 to 40,000","Portfolio","friend-someone",2,"Excellent","Fair","Unsatisfy","some of knowledge","Normal","Talented IT","Sometimes late","Sometimes","Not brave","Sometimes","I tend to lose concentration every 5 to 10 minutes.","Play","No preparation","Behind the room","I tend to search for answers from various sources. Immediately after a doubt","I always have a notebook In order to note down important  that is apart from the sheet","Read the book 1 night","No study","Not consult","high","high","Appropriate",
"female",3,"Eastern","Freelance","null","10,000 to 40,000","area quota","guide",0,"Excellent","Unsatisfy","Fair","full of knowledge","Normal","Like","Sometimes late","Sometimes","Sometimes","Every time","I tend to lose concentration every 5 to 10 minutes.","Play","SAbout itting and talking nonsense wAbout ith friends while the teacher was teaching","Page to medium","I tend to keep doubts for answers later.","I always have a notebook In order to note down important  that is apart from the sheet","Tutoring with friends","Study","friend","medium","high","Appropriate",
"female",2,"Central","Officialdom","null","10,000 to 40,000","Direct examination","parent",,"Good","Fair","Fair","some of knowledge","Normal","High salary","Sometimes late","Sometimes","Sometimes","Sometimes","I tend to lose concentration every 5 to 10 minutes.","Do not play","I often read the lessons in advance before class.","Page to medium","ignore","Listen to the teacher, but rarely wrAbout ite down.","Read the book 1 week","Study","friend","high","medium","Appropriate",
"male",4,"Central","Agriculturist","About it","10,000 to 40,000","Admissions","friend-someone",1,"Excellent","Good","Unsatisfy","full of knowledge","Normal","Developed for work","Sometimes late","Always try","Sometimes","Sometimes","I tend to lose concentration every 5 to 10 minutes.","Play","I listened carefully to what the teacher was teaching.","Page to medium","ignore","No technique","Tutoring with friends","Study","family","medium","medium","Inappropriate",
"male",2,"Eastern","Personal business","About it","more 50,000","tcas","Fanpage universAbout ity",3,"Excellent","Good","Fair","full of knowledge","Normal","High salary","Sometimes late","Always try","Sometimes","Sometimes","I tend to lose concentration every 5 to 10 minutes.","Play","No preparation","Page to medium","I tend to search for answers from various sources. Immediately after a doubt","I always have a notebook In order to note down important  that is apart from the sheet","Tutoring with friends","Study","family","medium","high","Appropriate",
"male",2,"Central","Officialdom","null","10,000 to 40,000","tcas","websAbout ite education",1,"Fair","Unsatisfy","Fair","full of knowledge","Normal","Developed for work","Sometimes late","Sometimes","Not brave","Sometimes","I focus on the content that the teachers teach all the time.","Play","I listened carefully to what the teacher was teaching.","Behind the room","I tend to search for answers from various sources. Immediately after a doubt","Listen to the teacher, but rarely wrAbout ite down.","Tutoring with friends","Study","family","medium","medium","Inappropriate",
"male",3,"Central","Freelance","About it","10,000 to 40,000","Direct examination","friend-someone",3,"Good","Fair","Fair","some of knowledge","Normal","Like","Always on time","Sometimes","Sometimes","Sometimes","I tend to lose concentration every 5 to 10 minutes.","Play","No preparation","Page to medium","I tend to keep doubts for answers later.","No technique","Tutoring with friends","Study","Not consult","medium","high","Appropriate",
"male",2,"Central","Freelance","About it","10,000 to 40,000","area quota","Fanpage universAbout ity",0,"Excellent","Good","Good","some of knowledge","Normal","Talented IT","Sometimes late","Always try","Sometimes","Sometimes","I tend to lose concentration every 5 to 10 minutes.","Play","No preparation","Page to medium","I tend to keep doubts for answers later.","Listen to the teacher, but rarely wrAbout ite down.","Read the book 1 week","Study","Not consult","medium","medium","Appropriate",
"male",3,"Central","Freelance","About it","10,000 to 40,000","Direct examination","websAbout ite education",1,"Good","Good","Fair","full of knowledge","Normal","Developed for work","Sometimes late","Sometimes","Sometimes","Sometimes","I tend to lose concentration every 5 to 10 minutes.","Do not play","No preparation","Page to medium","I tend to keep doubts for answers later.","Listen to the teacher, but rarely wrAbout ite down.","Read the book 1 week","Study","family","medium","medium","Appropriate",
"female",4,"Northeastern","Officialdom","About it","10,000 to 40,000","Direct examination","Fanpage universAbout ity",3,"Good","Fair","Fair","full of knowledge","Normal","Developed for work","Sometimes late","Sometimes","Dare","Sometimes","I tend to lose concentration every 5 to 10 minutes.","Play","No preparation","Page to medium","I tend to keep doubts for answers later.","I always have a notebook In order to note down important  that is apart from the sheet","Tutoring with friends","Study","Not consult","medium","medium","Appropriate",
"female",4,"Central","Officialdom","About it","10,000 to 40,000","Direct examination","Fanpage universAbout ity",1,"Excellent","Fair","Good","some of knowledge","Normal","Talented IT","Sometimes late","Sometimes","Sometimes","Sometimes","I tend to lose concentration every 5 to 10 minutes.","Play","I listened carefully to what the teacher was teaching.","Page to medium","I tend to keep doubts for answers later.","I always have a notebook In order to note down important  that is apart from the sheet","Read the book 1 night","Study","friend","medium","high","Appropriate",
"male",4,"Central","Personal business","About it","10,000 to 40,000","GoodGrade quota","websAbout ite education",3,"Excellent","Unsatisfy","Fair","full of knowledge","Normal","Chance to play the game","Sometimes late","Sometimes","Sometimes","Sometimes","I tend to lose concentration every 5 to 10 minutes.","Play","No preparation","Page to medium","I tend to keep doubts for answers later.","No technique","Read the book 1 night","No study","family","medium","medium","Appropriate",
"male",2,"Eastern","Company employee","About it","10,000 to 40,000","Admissions","Search on internet",2,"Excellent","Fair","Fair","full of knowledge","Normal","Talented IT","Sometimes late","Always try","Dare","Never","I tend to lose concentration every 5 to 10 minutes.","Play","I tend to set goals for my studies.","Page to medium","I tend to search for answers from various sources. Immediately after a doubt","I always have a notebook In order to note down important  that is apart from the sheet","Tutoring with friends","Study","friend","medium","medium","Appropriate",
"male",4,"Northern","Personal business","Not About it","10,000 to 40,000","Admissions","websAbout ite education",0,"Excellent","Good","Fair","full of knowledge","Normal","Developed for work","Sometimes late","Sometimes","Dare","Sometimes","I tend to lose concentration every 5 to 10 minutes.","Do not play","I listened carefully to what the teacher was teaching.","Page to medium","I tend to search for answers from various sources. Immediately after a doubt","I always have a notebook In order to note down important  that is apart from the sheet","Read the book 1 week","Study","Not consult","Do not play","medium","Appropriate",
